review,rating,sentiment,sentiment_prob_0,sentiment_prob_1
服务挺好，但房间隔音有点差……,5,1.0,0.00015856271784286946,0.9998414516448975
环境好 酒店位置也很好 服务更是好 点赞！,5,1.0,2.5054647267097607e-05,0.9999749660491943
离学校近，酒店舒适，大堂好，地理位置好，菜品好，地铁近，早餐很丰富，菜品好，厨师亲切，包子好，面条好吃，品类挺丰富的，齐全:客房设施好 装饰不错，灯光温馨，上档次，地毯好看，设施完善，干净，酒店服务挺好，专业，态度好，非常棒的，值得推荐，棒棒的，公交车很近，打车很方便，很舒适，大厅很有心思，客房打扫速度，大姐打扫干净，无异味，有暖心的矿泉水，房间宽敞，卫生间很大，洗澡水舒服，电视大，电视频道多，环境好，地毯好看，服务员热情，很满意，推荐，点赞!这么好的酒店，推荐给朋友，服务棒!致敬酒，非常完美，有家的感觉，特别热情，非常周到，干净整洁，有问必答，无线网好，风景好，视野也好，特别贴心，会再次光临,5,1.0,1.2865845747001003e-05,0.9999871253967285
首次入住这家全季，很大的房间，卫生很棒，早餐种类很多，有南京的桂花糖芋苗，房间里面有小爱同学智能化服务，前台入住都会给一瓶矿泉水，还有可爱的机器人帮忙送餐，阿姨们都会微笑对我们打招呼，客厅还有小商品卖,5,1.0,1.3049659173702821e-05,0.999987006187439
服务好，旁边???步行街,5,1.0,0.05022250488400459,0.9497775435447693
"房间空间大,安静舒适,卫生很干净,床舒服,水压大,洗澡舒服,网速快,办公方便。卫生整洁,干净,放心,给力。位置好,优越,地铁附近,交通便利,出行方便。酒店外观漂亮,高端,大气,上档次,大厅装修有特色,布局合理。红茶好喝,暖心。前台漂亮,大方,美丽,服务热情,主动。客房阿姨亲切,服务好。早餐品种多,好吃,口味好,分量足,好吃,美味。防疫工作到位安全周到。好,良好,很好,非常好,棒,很棒,非常棒,赞,点赞,大大给赞,强力推荐",5,1.0,2.49527129199123e-05,0.9999750852584839
前台小哥服务特别好！,5,1.0,2.1173373170313425e-05,0.99997878074646
非常好 房间很大 很宽厂,5,1.0,0.00013241848500911146,0.9998675584793091
很好，前台服务热情。客房干净卫生。,5,1.0,0.02714797668159008,0.9728519916534424
服务态度很好，已经住过好多次了，离西湖很近，早餐蛋饼好吃，酒店性价比高值得推荐,5,1.0,2.764812597888522e-05,0.9999723434448242
前台服务热情，性价比高，环境还不错，房间挺干净，床比较舒适。大堂明亮，前台服务周到，大堂咖啡也是免费的，味道还不错。电梯刷卡，安全有保障。,5,1.0,0.0009193508885800838,0.9990806579589844
装修比较新，整体感觉良好,5,1.0,0.326357901096344,0.6736420392990112
客房刘继红大姐蛮好的，服务比较热情，帮我把洗的衣物都晾晒好了，感谢,5,1.0,6.149036926217377e-05,0.9999384880065918
"来哈尔滨是我住过最好的酒店，新酒店，24小时热水，浴室大，备品也齐全，停车方便，车位充足，房间设施新，55寸电视看起来很好，客房干净整洁，没有异味，也很干净，房间大，配备了红茶，温度适宜，有地热，很温暖，安静舒适，价格实惠，物超所值，前台服务热情，帮我订房，办理入住快，经理都超级好，有问必答，特别细心，有礼貌人员业务专业，服务一流，适合出差，值得一去，周围环境优美，幽静，网速快，早餐种美丰盘，早餐好吃，住着安心，又方便，很有家的感觉，机场大巴也很方便，，优先考虑，保安也热情，值得推荐，大大的赞，都棒棒哒，一还会光顾，好，好，好，好,好，棒，好，好",5,1.0,1.9600474843173288e-05,0.9999804496765137
前台小姐姐服务很好，江经理人很好看我带小孩帮我升级了房型！早餐很好吃，品种很多！房间很大，卫生很干净！还会继续选择,5,1.0,1.7837481209426187e-05,0.9999821186065674
服务态度非常满意，早餐丰富，房间干净,5,1.0,0.0037091730628162622,0.9962908029556274
服务非常好，房间很大，房间很干净，早餐很好，白粥很香甜，酒店位置很好，很好找，出行很方便。,5,1.0,0.00018207366520073265,0.9998179078102112
优点是前台帅哥服务态度特别好。美中不足的是牙膏牙刷没送过去,5,1.0,3.529679088387638e-05,0.999964714050293
"前台帅哥很热情办理入住，房间窗帘有点问题也及时处理好了，整体都很好，去哪都方便，早餐也特别棒，各种各样的饭菜吃的饱饱的！
",5,1.0,2.524438241380267e-05,0.9999747276306152
房间地板和地砖黏黏的，粘鞋底（并非地板蜡）。希望能够清理干净。,5,0.0,0.9998888969421387,0.00011107687896583229
服务态度很好，卫生也干净，值得入住,5,0.0,0.8170551657676697,0.18294483423233032
环境不错，一直住这边，位置最好，吃的，玩的,5,1.0,7.848383393138647e-05,0.9999215602874756
总体来说，酒店居住体验很好，房间干净整洁，床垫很舒服，被子也很新，酒店的机器人送物是个亮点，孩子特别喜欢。前台秦服务很好，专业热情，会员零押金入住，退房也很方便。酒店就在运河边上，周边环境很好，在房间还能看到夜景，非常好。免费停车场车位多，好停车，值得推荐。,5,1.0,8.240721217589453e-05,0.9999176263809204
房间的剃须刀小度点单了，没有收到，洗漱台的插座没电，希望能够做的更好吧！整体感觉不错,5,0.0,0.9856239557266235,0.014376017265021801
很不错，最近过来一直住这里，吃东西也方便,5,1.0,0.03623533993959427,0.9637647271156311
一次很棒的入住体验，前台服务员双娇很好，给我提供了不少便利！,5,1.0,8.892671030480415e-05,0.9999110698699951
从酒店出去一街之隔就是美食街，吃的东西非常多，这一点我最爱！酒店房间是现代简约休闲风，给人的感觉安静，舒适，干净，大厅里前台工作人员服务热情，周到，有任何问题或需要都会为顾客解决和提供！,5,1.0,2.538273110985756e-05,0.9999746084213257
早餐很不错 交通便利 前台小润服务周到,5,1.0,2.4038863557507284e-05,0.9999759197235107
窗户太小基本跟没有一样,5,0.0,0.9994915723800659,0.000508427619934082
已经是老客户了,5,1.0,0.00010847158409887925,0.9998915195465088
"那房卡上楼后，打开门里面竟然有人，下楼问前台还有点不耐烦????????
",5,0.0,0.9994382262229919,0.0005617171991616488
520房间墙面有不明液体痕迹没有擦干净，比较掉价,5,0.0,0.999968409538269,3.16016303258948e-05
入住感受很好，客房干净整洁,5,1.0,0.0038466330152004957,0.9961534142494202
酒店前台服务热情，房间干净整洁，看上去很舒服,5,1.0,0.0012158557074144483,0.9987841248512268
房间干净卫生，非常舒服，前台小姐姐也非常热情，尤其是回访电话的那个小姐姐,5,1.0,0.00013502906949725002,0.999864935874939
提前沟通大床房和商务房区别，告诉我商务房比较大，好我定商务房，给我最小的房间，怎么想的?差评,5,0.0,0.9999722242355347,2.781203147605993e-05
酒店干净整洁，前台服务很好，走时还送了茶饼，早餐很不错。,5,1.0,0.00036126183113083243,0.9996386766433716
很满意的一个酒店,5,1.0,0.12788252532482147,0.8721174001693726
特别棒，服务满意，早餐满意，值得推荐,5,1.0,1.4187372471496928e-05,0.9999858140945435
服务挺好的经常过来老客户房间舒适早餐挺好的,5,1.0,8.261209586635232e-05,0.9999173879623413
还可以，打扫的还挺干净，价格值了，还会回购的,5,1.0,0.0005283839418552816,0.9994716048240662
手机信号能优化一下就好了,5,0.0,0.997348427772522,0.002651591319590807
早餐不错，房间舒适，交通便利,5,1.0,0.0025027524679899216,0.9974972605705261
早餐很好吃，特别有特色，前台服务也很棒，很专业，房间很舒适，很暖和，酒店离西站很近，好评！棒棒棒！,5,1.0,2.5608091164031066e-05,0.9999743700027466
马上边上太吵   卫生间太小,5,0.0,0.9841940999031067,0.015805931761860847
服务很好、热情周到  打开房间门空调已经帮忙开好了！赞。,5,1.0,1.3801918612443842e-05,0.9999861717224121
地理位置很好，周边饭店多，出去玩坐车也很方便还有免费停车场。赞,5,1.0,2.2089912818046287e-05,0.9999779462814331
房间干净，位置优越，前台服务好，小刘还赠送小礼品,5,1.0,2.890754876716528e-05,0.9999710321426392
上饶这家酒店离万达很近、吃饭也挺方便的 前台小姐姐 服务态度很好 值得点赞??,5,1.0,1.809169953048695e-05,0.9999818801879883
总体十分满意，前台服务特别热情，来的时候比较晚，给送了小点心和牛奶，带着孩子入住，还给送了宝宝牙刷和拖鞋，服务细心周到，房间也很干净，下次还来这家全季住,5,1.0,2.8242639018571936e-05,0.9999717473983765
酒店前台服务态度非常好，不错，房间干净舒适，设施齐全，环境舒适安静，,5,1.0,0.00026647659251466393,0.9997335076332092
房间设施很好很喜欢环境也不错干净卫生,5,1.0,3.6723842640640214e-05,0.9999632835388184
环境不错，周边景区很近，楼下就是小吃街，非常方便，前台服务热情，感谢前台小郑和小花们的热情服务,5,1.0,2.9516473659896292e-05,0.9999704360961914
很好  房间干净   服务也很好  周边吃饭也很方便  ,5,1.0,0.0013416537549346685,0.998658299446106
服务热情，有问必答，早餐做的很丰盛，并且时间很长到10点才结束,5,1.0,4.030457785120234e-05,0.9999597072601318
好优好不错连住10天了,5,1.0,0.00014234577247407287,0.9998576641082764
冻感冒了,5,0.0,0.9581477046012878,0.041852355003356934
"首先呢早餐非常丰富种类繁多，然后前台的小姐
姐服务也非常热情。交通也蛮方便的，台儿庄路下来出4号口十分钟就走到了，还有停车位。房间是重新整装过的非常的漂亮 ",5,1.0,1.3069310625724029e-05,0.9999868869781494
希望卫生间增加地垫,5,0.0,0.9555270075798035,0.04447299242019653
卫生间略有一点异味，希望可以除去,5,1.0,0.17542965710163116,0.82457035779953
早餐玉米面条很好吃，很有特色，很好吃，服务也别贴心，房间卫生也很棒，好评，还会再来入住。,5,1.0,0.00011098053073510528,0.9998890161514282
第一次铂金会员有点委屈，车场第二早竟然收费50元！卫生一般，第二天皮肤有瘙痒不适感觉。,5,0.0,0.9999080896377563,9.193592995870858e-05
环境好 房间空间大 前台服务好,5,1.0,9.737746586324647e-05,0.999902606010437
地理位置优越，去火车站很方便，房间很干净舒适，床单被罩都是新的，wifi也很好，看电影也不卡，空调制热也不错，一点也不冷，洗浴设施也很全，洗发水很香，前台接待员也很热情，每次进门就问好，有免费停车位，有种星级酒店的待遇。下次还会选择宜必思尚品酒店！,5,1.0,1.9294155208626762e-05,0.9999806880950928
很贴心的前台，有问必答！,5,1.0,1.914187305374071e-05,0.9999808073043823
服务好，早餐丰富，交通便利，空调舒服，干净卫生，隔音好,5,1.0,9.613724250812083e-05,0.9999037981033325
服务很热情，各方面都很喜欢，很赞,5,1.0,0.00012540911848191172,0.9998745918273926
很不错的入住体验，前台的服务非常好！停车方便,5,1.0,0.00018991579418070614,0.9998101592063904
"很好，大厅设施齐全，高大上，香味好闻，电梯干净明亮，免费洗衣液，还自动烘干一体，方便，出差首选，房间明亮，电视大，窗户发发大，阳光充足干净，装修风格好，电视大，床垫松软，办公方舒服，布草好，枕头好，拖鞋防滑，舒服，电视频道多，茶包好喝，窗帘遮光效果好，空气好，，网速快，办公稳定，信号强，走廊合理布局，地毯好看，设计感强，干净好看，洗衣机洗的干净，免费，提供洗衣液，拖鞋防滑，舒适，茶包好喝，窗帘遮光效果，镜子大，马桶干净，水压稳，纸手感好，热水很好，空调制热快，水温很舒适，早餐品种多，下午茶好喝，水果好吃，毛巾柔软，停车场大，停车方便，好，很好，非常好，停车位多，标牌明显，好,很好,棒,很棒,好",5,1.0,3.003848723892588e-05,0.9999699592590332
"之前有在市中心住过酒店，那边停车不是很方便，来了这家酒店，有大型停车场，在这一方面酒店做的挺好的！
",5,1.0,1.4785975508857518e-05,0.9999852180480957
房间干净卫生，入住感受特别棒，还有停车场，值得推荐的酒店，好评！,5,1.0,9.663448145147413e-05,0.9999033212661743
春节期间入住，很干净、舒服。,5,1.0,0.018882300704717636,0.9811176657676697
"这家全季在一个商圈里，高层，进入大堂落地窗，直接可以看到人民大学！喜欢在他家的大堂办公，闻着茶香，坐在窗户旁，喝着一杯现磨的咖啡，特别惬意！
酒店的服务人员都很热情，店长亲自给我端茶，还给我们介绍华住的不同品牌，很有内涵！房间也是干净整齐，早餐在2A层，早餐很丰富面食、粗粮都有，还有煎蛋 煮香肠，服务员推荐了白粥、卤鸡蛋，都很好吃，现煮的小馄饨特别好，可以自己调味道，很值得推荐，下次还选这里",5,1.0,1.4468803783529438e-05,0.9999855756759644
房间干净卫生，早餐很丰盛，强烈推荐！,5,1.0,2.6723982955445535e-05,0.9999732971191406
房间不错前台服务热情??，特别是小夏,5,1.0,1.916457767947577e-05,0.9999808073043823
枕头套有红色污渍，提了也没给换,5,0.0,0.9999353885650635,6.455882976297289e-05
性价比很高，很满意，服务很好,5,1.0,0.28976333141326904,0.710236668586731
"棒??
",5,1.0,0.0035987284500151873,0.996401309967041
前台服务很好 升级了房型 上楼帮忙连音响蓝牙 房间没有异味,5,1.0,1.4793028640269767e-05,0.9999852180480957
隔音效果不好，影响休息,5,0.0,0.9998564720153809,0.00014351813297253102
房间床大，卫生干净，小杨服务态度很好,5,1.0,9.453831444261596e-05,0.9999054670333862
早餐好吃，前台Abby和Wendy服务很棒！,5,1.0,1.9873921701218933e-05,0.999980092048645
"卫生不错，设施设备也挺好
就是网速有点慢，
电视节目也挺好
就是位置有点偏了，离市中心有点远，周围也没有太多娱乐休闲之处，吃饭的地方也少",5,1.0,3.802089486271143e-05,0.9999619722366333
好。下次还会再来,5,1.0,0.003318334463983774,0.9966816306114197
房间较小 ,5,0.0,0.8495398759841919,0.15046018362045288
有机会还来,5,1.0,0.004657580982893705,0.995342493057251
环境优美，房间干净，工作人员热情有礼貌，见到我都会打招呼，退房的时候前台小姐姐还送了瓶水，服务很周到，真心值得推荐,5,1.0,0.0001589687162777409,0.9998409748077393
喜欢这里，出差就住这里，是长住客,5,1.0,3.240350270061754e-05,0.9999675750732422
略贵，性价比一般,5,0.0,0.9999109506607056,8.901256660465151e-05
服务周到，房间干净，满意。,5,1.0,0.0047339582815766335,0.9952660799026489
比较冷，空调基本没用,5,0.0,0.9999098777770996,9.013828093884513e-05
早餐品种太少，需要改进！,5,0.0,0.5790364742279053,0.4209635555744171
非常满意，交通便利，服务热情温暖,5,1.0,0.0011975356610491872,0.9988024234771729
每次都入住这家店，交通便利，周边也很多吃的。前台范经理服务很好，每次都帮忙选房，耐心，细心。交流也很热情到位，领导多表扬。 司机胖师傅也很热情，及时接送客人。,5,1.0,4.243897637934424e-05,0.9999575614929199
"马桶的体验很不好。

我是男人，坐便的时候钉钉会碰到马桶内壁，因为这里的马桶内壁前端的倾斜角度过于水平，所以坐便的时候钉钉会直接接触内壁陶瓷，非常不卫生",5,0.0,0.9997871518135071,0.00021286867558956146
非常好 就是没有穿衣镜??,5,1.0,0.0004957452183589339,0.9995042085647583
很棒的哦！！,5,1.0,0.004944047890603542,0.9950559139251709
没有电视,5,0.0,0.9982985854148865,0.0017013782635331154
还不错  推荐的  服务也挺好,5,1.0,0.001172262942418456,0.9988277554512024
非常好，交通方便,5,1.0,0.09223280847072601,0.9077672362327576
很好，大厅有书可以借，房间入住很舒服,5,1.0,0.002314967568963766,0.9976850748062134
酒店前台接待态度差,5,0.0,0.9999692440032959,3.075599670410156e-05
很不错，就是早餐不是很合口味,5,1.0,0.04098324477672577,0.9590167999267578
服务好，房间干净，早点丰富，粥很好喝，交通方便，，，，,5,1.0,4.7835768782533705e-05,0.9999521970748901
除了房间偏小，其他还行，经济型酒店里算干净清爽的。距离步行街酒店很近，地铁站也不远，早餐虽简单花样少，品质还不错。,5,1.0,2.153432069462724e-05,0.9999784231185913
345房间马桶垫圈太小，不匹配。窗户坏了关不严，有噪音有蚊子。走道喷的空气清新剂味道太浓。,5,0.0,0.9997904896736145,0.00020954335923306644
停车方便  出行交通方便  干净卫生  早餐丰富,5,1.0,0.0004097195924259722,0.9995903372764587
环境特别好，前台的薛小姐服务很周到,5,1.0,2.893703458539676e-05,0.9999710321426392
服务很好 香芬好闻 房间很大 很干净 客房服务热情 很好 很棒 位置很好 停车方便  好好,5,1.0,0.0007938906783238053,0.9992061257362366
酒店管理人员非常用心，前台小姐姐热情似火，工作人员热情，硬件设施齐全,5,1.0,3.0029779736651108e-05,0.9999699592590332
服务各方面都很好,5,1.0,0.006881492678076029,0.9931185245513916
"干净卫生,价格划算,服务好,环境优美,装修风格，我也喜欢,很多细节做得很到位。地理位置好,公交车站就在附近,交通方便,房间舒适卫生,服务人员很热情,乐于提供各种帮助,前台有很多日常用品可以拿取,性价比不错,下次还会继
续入住",5,1.0,2.8190142984385602e-05,0.999971866607666
很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好,5,1.0,0.0003906814963556826,0.9996092915534973
挺好的，看我是普通会员，帮我们延迟退房，服务很好。有停车场，很方便。,5,1.0,2.1336241843528114e-05,0.9999786615371704
每次过来都住这里，前台很热情，客房很干净,5,1.0,0.0004122310783714056,0.9995878338813782
酒店大堂干净整洁。前台服务员马欣荣态度好。周边环境方便。里地铁很近。下次会在来入住的呢,5,1.0,0.00019984877144452184,0.9998001456260681
很好，停车场大，交通吃饭方便，前台很热情，,5,1.0,0.00016950139252003282,0.9998304843902588
服务态度好，满意！,5,0.0,0.6867008805274963,0.31329914927482605
"带窗户的我选的是观景房     可是总感觉是两间房子中间带点植物就是观景房了  有人而且
      你品     你细品
    ",5,1.0,4.656702731153928e-05,0.9999533891677856
房间特别干净，前台服务好，很温馨，像回到自己家一样,5,1.0,3.008863131981343e-05,0.9999699592590332
极致的服务大致也就是如此吧，想我所想，给我所需，前台小美女的服务真的非常好，观察入微，以后来连还会选择这家！,5,1.0,1.8713730241870508e-05,0.9999812841415405
1612房间被隔壁的空调外机影响，噪音超级大，无法入睡。退房时一楼的工作人员竟然在打架，高峰期前台经常只有一位工作人员，等待时间过长。,5,0.0,0.9999531507492065,4.683732186094858e-05
"房间不紧张，升级了房间，这样做认真贴心。
房间很安静，点赞。
有免费健身房，适合常住客，也很贴心。
送了伴手礼，但是牛皮糖不太好吃，建议送点别的或者换一家供应商。
房间空调制冷效果不好，2020回到房间，等差不多洗完澡，房间才凉下来，不想有空调噪音，风改成了最小风，半夜是真的热醒了。",5,1.0,1.2769767636200413e-05,0.9999872446060181
服务特别好，值得推荐一下哦⊙?⊙！超级赞,5,1.0,3.128498065052554e-05,0.9999687671661377
酒店位置挺好的，停车是免费的，退房很快，不用等，还不收押金，住了这么多酒店，是我住过唯一一家不收押金的酒店，服务态度也很好,5,1.0,2.485085860826075e-05,0.9999752044677734
多次入住这家酒店，服务人员都很亲切，非常满意！,5,1.0,9.006171603687108e-05,0.9999098777770996
"电视机要是能投屏就好了
",5,0.0,0.9934364557266235,0.0065635149367153645
床品过敏,5,0.0,0.9997876286506653,0.00021237441978882998
就是差的要命！,5,0.0,0.9998970031738281,0.00010296249820385128
"提前选了房间，但是前台只安排了2口靠街道的一间房子，窗口似乎是封死的，想关闭无法关闭，只能忍受窗外的噪音，半夜大车一辆一辆经过，连住了两天，要被吵死了，入住体验极差！
",5,0.0,0.9999643564224243,3.5685232433024794e-05
前台服务跟客房服务都很热情，如沐春风。房间安排也很好，大窗户对着海，妥妥的海景房。房间设施齐全，洗衣机，冰箱，微波炉，电磁炉，油烟机一应俱全，感觉不是出差，而且回家了。酒店有游泳池跟健身房，住客可以免费使用。早餐也很丰盛，整体的体验感非常棒。,5,1.0,1.5377143427031115e-05,0.999984622001648
很好的服务，忘记了耳机在酒店，荣荣同学帮忙提醒联系并且寄到家里，很感谢。今年丢了三副耳机，只收到了这一次，谢谢。,5,1.0,3.9659080357523635e-05,0.9999603033065796
房间很干净，环境舒适，工作人员服务态度非常好！,5,1.0,0.021342448890209198,0.9786575436592102
位置方便，服务热情，早餐不错，就是房间有点小了,5,1.0,2.5501398340566084e-05,0.9999744892120361
服务非常热情，朋友非常满意，房间干净卫生，周边很方便，店长也很好，以后会经常选择,5,1.0,3.7734556826762855e-05,0.9999622106552124
服务很好，问什么都耐心解答，下次还选择这家,5,1.0,2.378018689341843e-05,0.9999762773513794
服务态度与卫生都很好！早餐很好！,5,1.0,0.00047456263564527035,0.9995254278182983
交通便利，生活方便,5,1.0,0.017100844532251358,0.9828991889953613
酒店服务很好，市中心。值得推荐的一家酒店。,5,1.0,0.0041472576558589935,0.9958527088165283
都很不错，就是房间小，不过也理解,5,1.0,3.179418126819655e-05,0.9999681711196899
环境特别好，楼下有小吃街。超级棒,5,1.0,0.00042468454921618104,0.9995753169059753
早餐时还能看到雪山金光。太美了！连住四天。,5,1.0,0.0016172949690371752,0.9983826875686646
服务好，房间干净整洁，前台的服务也很热情，九点提供的有打印机，还有各种小吃，非常好，哈哈哈，喜欢哦！,5,1.0,3.479322185739875e-05,0.9999651908874512
非常好，非常不错的体验,5,1.0,2.2306836399366148e-05,0.999977707862854
"酒店的服务设施很好，而且还很干净,我看到他们做清洁和消毒措施了,然后呢这个酒店的地理位置也非常的好,无论坐什么车都特别方便，打车也很快就到了,门口的话是一个公交站牌，叫牛街礼拜寺站。前台服务员人员特别热情，我订房的时候帮我讲解，讲解的，非常的清楚明白。客房服务员的人呐都特别的热情，和蔼可亲，而且干净卫生，很负责，任我住了- -天，临时有事儿就先走了，要不然的话我会在他家住很多天的，价格也很亲民加油看好你们",5,1.0,1.3463752111420035e-05,0.9999865293502808
服务好餐厅南大姐服务挺好的，菜品还是挺多的。,5,1.0,3.600834679673426e-05,0.9999639987945557
不错，房间配置挺好，马桶??还是自动加热，电视??超大，有电影院的感觉,5,1.0,4.447323954082094e-05,0.9999555349349976
经常住，房间很好，早餐好吃,5,1.0,0.000305235997075215,0.99969482421875
性价比好，五星标配,5,1.0,3.3516531402710825e-05,0.9999665021896362
停车方便，卫生好，服务好，以后常住这里。,5,1.0,0.0021784533746540546,0.997821569442749
服务好，房间干净整洁入住送矿泉水,5,1.0,0.0019130990840494633,0.9980869293212891
房间里面很干净舒服,5,1.0,0.07739575207233429,0.9226043224334717
房间非常大，客房阿姨非常热心！,5,1.0,5.556840915232897e-05,0.9999444484710693
交通方便，房间设施齐全，酒店有免费班车接送机场，酒店早餐丰富多彩。,5,0.0,0.9998900890350342,0.0001098458596970886
没有电梯，到房间距离长，,5,0.0,0.9999516010284424,4.8371603043051437e-05
整个人都痒的要命。就跟蚊子叮咬了一样。全身除了手和脸都是一块一块的。痒的要命。 跟服务员说了才来来换。还说很干净的。天天消毒的。换了被套床单后才不痒。,5,0.0,0.9999645948410034,3.5378172469791025e-05
卫生良好，服务到位，条件舒适，下次还会来的，谢了。,5,1.0,0.03210020437836647,0.9678998589515686
